Model,File Name,Row_0%,Row_1%,Row_2%,Col_0%,Col_1%,Col_2%
internlm_internlm2_5-20b-chat,demographic_0024_choices.csv,42.86,35.71,21.43,35.71,28.57,35.71
internlm_internlm2_5-20b-chat,demographic_0025_choices.csv,33.33,46.67,20,20,60,20
internlm_internlm2_5-20b-chat,demographic_0026_choices.csv,33.33,33.33,33.33,60,20,20
internlm_internlm2_5-20b-chat,demographic_0027_choices.csv,26.67,60,13.33,26.67,20,53.33
internlm_internlm2_5-20b-chat,demographic_0028_choices.csv,38.46,46.15,15.38,30.77,23.08,46.15
internlm_internlm2_5-20b-chat,demographic_0029_choices.csv,28.57,42.86,28.57,14.29,35.71,50
internlm_internlm2_5-20b-chat,demographic_0030_choices.csv,46.67,20,33.33,6.67,46.67,46.67
internlm_internlm2_5-20b-chat,demographic_0031_choices.csv,53.33,33.33,13.33,46.67,26.67,26.67
internlm_internlm2_5-20b-chat,demographic_0032_choices.csv,20,60,20,26.67,53.33,20
internlm_internlm2_5-20b-chat,demographic_0033_choices.csv,40,53.33,6.67,53.33,33.33,13.33
internlm_internlm2_5-20b-chat,demographic_0034_choices.csv,35.71,28.57,35.71,28.57,35.71,35.71
internlm_internlm2_5-20b-chat,demographic_0035_choices.csv,28.57,42.86,28.57,35.71,35.71,28.57
internlm_internlm2_5-20b-chat,demographic_0036_choices.csv,14.29,21.43,64.29,28.57,42.86,28.57
internlm_internlm2_5-20b-chat,demographic_0037_choices.csv,26.67,40,33.33,40,33.33,26.67
internlm_internlm2_5-20b-chat,demographic_0038_choices.csv,33.33,46.67,20,40,40,20
internlm_internlm2_5-20b-chat,demographic_0039_choices.csv,26.67,60,13.33,33.33,20,46.67
internlm_internlm2_5-20b-chat,demographic_0040_choices.csv,0,64.29,35.71,21.43,42.86,35.71
internlm_internlm2_5-20b-chat,demographic_0041_choices.csv,26.67,46.67,26.67,26.67,40,33.33
internlm_internlm2_5-20b-chat,demographic_0042_choices.csv,35.71,28.57,35.71,35.71,14.29,50
internlm_internlm2_5-20b-chat,demographic_0043_choices.csv,13.33,46.67,40,53.33,20,26.67
internlm_internlm2_5-20b-chat,demographic_0044_choices.csv,6.67,60,33.33,20,33.33,46.67
internlm_internlm2_5-20b-chat,demographic_0045_choices.csv,40,26.67,33.33,20,26.67,53.33
internlm_internlm2_5-20b-chat,demographic_0046_choices.csv,25,66.67,8.33,8.33,33.33,58.33
internlm_internlm2_5-20b-chat,demographic_0047_choices.csv,21.43,71.43,7.14,28.57,35.71,35.71
internlm_internlm2_5-20b-chat,demographic_0048_choices.csv,35.71,28.57,35.71,28.57,28.57,42.86
internlm_internlm2_5-20b-chat,demographic_0049_choices.csv,40,40,20,33.33,33.33,33.33
internlm_internlm2_5-20b-chat,demographic_0050_choices.csv,28.57,57.14,14.29,14.29,42.86,42.86
internlm_internlm2_5-20b-chat,demographic_0051_choices.csv,20,60,20,33.33,46.67,20
internlm_internlm2_5-20b-chat,demographic_0052_choices.csv,40,46.67,13.33,26.67,53.33,20
internlm_internlm2_5-20b-chat,demographic_0053_choices.csv,28.57,21.43,50,50,28.57,21.43
internlm_internlm2_5-20b-chat,demographic_0054_choices.csv,50,28.57,21.43,7.14,50,42.86
internlm_internlm2_5-20b-chat,demographic_0055_choices.csv,28.57,28.57,42.86,28.57,50,21.43
internlm_internlm2_5-20b-chat,demographic_0056_choices.csv,35.71,42.86,21.43,28.57,42.86,28.57
internlm_internlm2_5-20b-chat,demographic_0057_choices.csv,46.67,26.67,26.67,60,33.33,6.67
internlm_internlm2_5-20b-chat,demographic_0058_choices.csv,20,66.67,13.33,13.33,40,46.67
internlm_internlm2_5-20b-chat,demographic_0059_choices.csv,40,26.67,33.33,26.67,26.67,46.67
internlm_internlm2_5-20b-chat,demographic_0060_choices.csv,20,40,40,46.67,26.67,26.67
internlm_internlm2_5-20b-chat,demographic_0061_choices.csv,40,26.67,33.33,20,40,40
internlm_internlm2_5-20b-chat,demographic_0062_choices.csv,33.33,40,26.67,26.67,26.67,46.67
internlm_internlm2_5-20b-chat,demographic_0063_choices.csv,33.33,26.67,40,40,26.67,33.33
internlm_internlm2_5-20b-chat,demographic_0064_choices.csv,26.67,66.67,6.67,26.67,20,53.33
internlm_internlm2_5-20b-chat,demographic_0065_choices.csv,20,46.67,33.33,13.33,40,46.67
internlm_internlm2_5-20b-chat,demographic_0066_choices.csv,35.71,14.29,50,50,7.14,42.86
internlm_internlm2_5-20b-chat,demographic_0067_choices.csv,13.33,60,26.67,20,40,40
internlm_internlm2_5-20b-chat,demographic_0068_choices.csv,26.67,40,33.33,20,53.33,26.67
internlm_internlm2_5-20b-chat,demographic_0069_choices.csv,26.67,40,33.33,33.33,33.33,33.33
internlm_internlm2_5-20b-chat,demographic_0070_choices.csv,26.67,40,33.33,6.67,46.67,46.67
internlm_internlm2_5-20b-chat,demographic_0071_choices.csv,46.67,40,13.33,33.33,26.67,40
internlm_internlm2_5-20b-chat,demographic_0072_choices.csv,28.57,50,21.43,50,42.86,7.14
internlm_internlm2_5-20b-chat,demographic_0073_choices.csv,53.33,40,6.67,40,6.67,53.33
internlm_internlm2_5-20b-chat,demographic_0074_choices.csv,50,28.57,21.43,50,28.57,21.43
internlm_internlm2_5-20b-chat,demographic_0075_choices.csv,53.33,13.33,33.33,20,20,60
internlm_internlm2_5-20b-chat,demographic_0076_choices.csv,20,53.33,26.67,13.33,26.67,60
internlm_internlm2_5-20b-chat,demographic_0077_choices.csv,28.57,42.86,28.57,57.14,35.71,7.14
internlm_internlm2_5-20b-chat,demographic_0078_choices.csv,35.71,42.86,21.43,21.43,21.43,57.14
internlm_internlm2_5-20b-chat,demographic_0079_choices.csv,26.67,53.33,20,6.67,40,53.33
internlm_internlm2_5-20b-chat,demographic_0080_choices.csv,13.33,73.33,13.33,46.67,40,13.33
internlm_internlm2_5-20b-chat,demographic_0081_choices.csv,60,13.33,26.67,33.33,33.33,33.33
internlm_internlm2_5-20b-chat,demographic_0082_choices.csv,40,40,20,13.33,33.33,53.33
internlm_internlm2_5-20b-chat,demographic_0083_choices.csv,64.29,28.57,7.14,28.57,42.86,28.57
internlm_internlm2_5-20b-chat,demographic_0084_choices.csv,26.67,40,33.33,33.33,26.67,40
internlm_internlm2_5-20b-chat,demographic_0085_choices.csv,40,33.33,26.67,46.67,33.33,20
internlm_internlm2_5-20b-chat,demographic_0086_choices.csv,21.43,35.71,42.86,28.57,42.86,28.57
internlm_internlm2_5-20b-chat,demographic_0087_choices.csv,40,40,20,40,13.33,46.67
internlm_internlm2_5-20b-chat,demographic_0088_choices.csv,50,28.57,21.43,57.14,28.57,14.29
internlm_internlm2_5-20b-chat,demographic_0089_choices.csv,40,46.67,13.33,13.33,40,46.67
internlm_internlm2_5-20b-chat,demographic_0090_choices.csv,35.71,50,14.29,42.86,28.57,28.57
internlm_internlm2_5-20b-chat,demographic_0091_choices.csv,40,46.67,13.33,40,26.67,33.33
internlm_internlm2_5-20b-chat,demographic_0092_choices.csv,26.67,40,33.33,13.33,26.67,60
internlm_internlm2_5-20b-chat,demographic_0093_choices.csv,7.14,64.29,28.57,28.57,50,21.43
internlm_internlm2_5-20b-chat,demographic_0094_choices.csv,50,21.43,28.57,21.43,42.86,35.71
internlm_internlm2_5-20b-chat,demographic_0095_choices.csv,21.43,64.29,14.29,14.29,28.57,57.14
internlm_internlm2_5-20b-chat,demographic_0096_choices.csv,21.43,71.43,7.14,21.43,28.57,50
internlm_internlm2_5-20b-chat,demographic_0097_choices.csv,46.67,46.67,6.67,20,40,40
internlm_internlm2_5-20b-chat,demographic_0098_choices.csv,13.33,40,46.67,26.67,40,33.33
internlm_internlm2_5-20b-chat,demographic_0099_choices.csv,20,40,40,20,53.33,26.67
internlm_internlm2_5-20b-chat,demographic_0100_choices.csv,57.14,35.71,7.14,28.57,28.57,42.86
internlm_internlm2_5-20b-chat,demographic_0101_choices.csv,46.67,33.33,20,33.33,33.33,33.33
internlm_internlm2_5-20b-chat,demographic_0102_choices.csv,13.33,46.67,40,13.33,26.67,60
internlm_internlm2_5-20b-chat,demographic_0103_choices.csv,21.43,50,28.57,28.57,57.14,14.29
internlm_internlm2_5-20b-chat,demographic_0104_choices.csv,46.67,33.33,20,40,26.67,33.33
internlm_internlm2_5-20b-chat,demographic_0105_choices.csv,20,40,40,20,53.33,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0001_choices.csv,20,53.33,26.67,6.67,93.33,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0002_choices.csv,0,57.14,42.86,7.14,85.71,7.14
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0003_choices.csv,40,53.33,6.67,26.67,46.67,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0004_choices.csv,33.33,40,26.67,13.33,73.33,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0005_choices.csv,20,53.33,26.67,33.33,46.67,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0006_choices.csv,26.67,66.67,6.67,20,46.67,33.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0007_choices.csv,20,66.67,13.33,20,60,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0008_choices.csv,20,46.67,33.33,20,66.67,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0009_choices.csv,6.67,40,53.33,0,53.33,46.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0010_choices.csv,33.33,40,26.67,0,66.67,33.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0011_choices.csv,20,33.33,46.67,6.67,86.67,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0012_choices.csv,20,46.67,33.33,20,53.33,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0013_choices.csv,40,40,20,26.67,53.33,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0014_choices.csv,20,60,20,40,53.33,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0015_choices.csv,13.33,66.67,20,6.67,66.67,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0016_choices.csv,13.33,33.33,53.33,13.33,66.67,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0017_choices.csv,40,46.67,13.33,13.33,73.33,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0018_choices.csv,33.33,20,46.67,20,66.67,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0019_choices.csv,21.43,42.86,35.71,21.43,71.43,7.14
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0020_choices.csv,26.67,53.33,20,26.67,66.67,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0021_choices.csv,21.43,57.14,21.43,28.57,64.29,7.14
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0022_choices.csv,20,26.67,53.33,20,73.33,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0023_choices.csv,20,40,40,0,93.33,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0024_choices.csv,13.33,73.33,13.33,26.67,66.67,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0025_choices.csv,33.33,40,26.67,13.33,53.33,33.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0026_choices.csv,26.67,33.33,40,20,53.33,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0027_choices.csv,20,40,40,13.33,40,46.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0028_choices.csv,13.33,53.33,33.33,6.67,86.67,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0029_choices.csv,13.33,40,46.67,13.33,53.33,33.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0030_choices.csv,26.67,66.67,6.67,13.33,73.33,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0031_choices.csv,13.33,40,46.67,20,80,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0032_choices.csv,26.67,46.67,26.67,20,60,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0033_choices.csv,35.71,50,14.29,21.43,71.43,7.14
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0034_choices.csv,13.33,53.33,33.33,20,40,40
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0035_choices.csv,26.67,53.33,20,20,80,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0036_choices.csv,57.14,35.71,7.14,14.29,71.43,14.29
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0037_choices.csv,40,46.67,13.33,0,80,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0038_choices.csv,26.67,66.67,6.67,26.67,66.67,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0039_choices.csv,40,33.33,26.67,6.67,73.33,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0040_choices.csv,13.33,60,26.67,13.33,60,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0041_choices.csv,20,53.33,26.67,13.33,46.67,40
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0042_choices.csv,26.67,46.67,26.67,6.67,80,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0043_choices.csv,40,20,40,0,86.67,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0044_choices.csv,13.33,33.33,53.33,13.33,80,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0045_choices.csv,42.86,42.86,14.29,7.14,64.29,28.57
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0046_choices.csv,0,60,40,0,80,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0047_choices.csv,7.14,78.57,14.29,0,78.57,21.43
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0048_choices.csv,26.67,53.33,20,20,73.33,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0049_choices.csv,33.33,26.67,40,13.33,73.33,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0050_choices.csv,28.57,50,21.43,7.14,85.71,7.14
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0051_choices.csv,21.43,42.86,35.71,7.14,85.71,7.14
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0052_choices.csv,26.67,40,33.33,13.33,66.67,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0053_choices.csv,26.67,26.67,46.67,20,73.33,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0054_choices.csv,20,40,40,6.67,60,33.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0055_choices.csv,20,33.33,46.67,13.33,73.33,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0056_choices.csv,26.67,66.67,6.67,0,93.33,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0057_choices.csv,26.67,40,33.33,13.33,66.67,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0058_choices.csv,21.43,50,28.57,21.43,64.29,14.29
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0059_choices.csv,26.67,40,33.33,13.33,73.33,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0060_choices.csv,23.08,76.92,0,15.38,53.85,30.77
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0061_choices.csv,6.67,66.67,26.67,6.67,80,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0062_choices.csv,13.33,40,46.67,20,53.33,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0063_choices.csv,26.67,46.67,26.67,13.33,80,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0064_choices.csv,20,53.33,26.67,13.33,66.67,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0065_choices.csv,14.29,42.86,42.86,35.71,57.14,7.14
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0066_choices.csv,13.33,53.33,33.33,20,60,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0067_choices.csv,7.14,57.14,35.71,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0068_choices.csv,26.67,46.67,26.67,13.33,73.33,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0069_choices.csv,26.67,66.67,6.67,40,40,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0070_choices.csv,40,33.33,26.67,6.67,80,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0071_choices.csv,33.33,26.67,40,13.33,73.33,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0072_choices.csv,20,53.33,26.67,20,66.67,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0073_choices.csv,26.67,60,13.33,26.67,60,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0074_choices.csv,23.08,46.15,30.77,0,69.23,30.77
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0075_choices.csv,26.67,46.67,26.67,6.67,93.33,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0076_choices.csv,40,46.67,13.33,13.33,60,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0077_choices.csv,20,46.67,33.33,26.67,73.33,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0078_choices.csv,26.67,46.67,26.67,13.33,73.33,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0079_choices.csv,35.71,28.57,35.71,28.57,50,21.43
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0080_choices.csv,23.08,53.85,23.08,7.69,69.23,23.08
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0081_choices.csv,46.67,40,13.33,6.67,66.67,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0082_choices.csv,40,46.67,13.33,13.33,60,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0083_choices.csv,46.67,33.33,20,13.33,60,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0084_choices.csv,13.33,60,26.67,26.67,66.67,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0085_choices.csv,26.67,46.67,26.67,6.67,80,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0086_choices.csv,13.33,33.33,53.33,26.67,40,33.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0087_choices.csv,33.33,46.67,20,6.67,86.67,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0088_choices.csv,28.57,35.71,35.71,35.71,57.14,7.14
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0089_choices.csv,21.43,50,28.57,21.43,50,28.57
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0090_choices.csv,57.14,7.14,35.71,28.57,57.14,14.29
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0091_choices.csv,20,46.67,33.33,20,73.33,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0092_choices.csv,20,46.67,33.33,20,66.67,13.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0093_choices.csv,46.67,26.67,26.67,20,53.33,26.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0094_choices.csv,13.33,40,46.67,6.67,86.67,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0095_choices.csv,28.57,64.29,7.14,0,71.43,28.57
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0096_choices.csv,33.33,13.33,53.33,26.67,66.67,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0097_choices.csv,26.67,40,33.33,20,60,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0098_choices.csv,26.67,33.33,40,26.67,73.33,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0099_choices.csv,26.67,40,33.33,0,93.33,6.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0100_choices.csv,28.57,42.86,28.57,7.14,71.43,21.43
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0101_choices.csv,14.29,71.43,14.29,14.29,42.86,42.86
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0102_choices.csv,42.86,7.14,50,7.14,71.43,21.43
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0103_choices.csv,0,0,0,0,0,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0104_choices.csv,13.33,60,26.67,20,80,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0105_choices.csv,13.33,46.67,40,40,60,0
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0001_choices.csv,36.36,27.27,36.36,9.09,45.45,45.45
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0002_choices.csv,46.67,40,13.33,53.33,13.33,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0003_choices.csv,40,30,30,30,10,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0004_choices.csv,20,40,40,10,60,30
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0005_choices.csv,33.33,50,16.67,41.67,41.67,16.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0006_choices.csv,8.33,50,41.67,0,25,75
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0007_choices.csv,9.09,54.55,36.36,18.18,45.45,36.36
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0008_choices.csv,50,21.43,28.57,14.29,28.57,57.14
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0009_choices.csv,28.57,42.86,28.57,21.43,21.43,57.14
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0010_choices.csv,37.5,50,12.5,25,25,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0011_choices.csv,30.77,30.77,38.46,23.08,30.77,46.15
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0012_choices.csv,40,26.67,33.33,33.33,40,26.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0013_choices.csv,72.73,18.18,9.09,18.18,63.64,18.18
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0014_choices.csv,45.45,18.18,36.36,9.09,63.64,27.27
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0015_choices.csv,25,25,50,25,50,25
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0016_choices.csv,41.67,33.33,25,8.33,58.33,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0017_choices.csv,38.46,30.77,30.77,15.38,46.15,38.46
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0018_choices.csv,54.55,27.27,18.18,9.09,63.64,27.27
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0019_choices.csv,57.14,14.29,28.57,14.29,35.71,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0020_choices.csv,53.85,30.77,15.38,30.77,46.15,23.08
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0021_choices.csv,25,50,25,16.67,16.67,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0022_choices.csv,45.45,18.18,36.36,18.18,63.64,18.18
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0023_choices.csv,33.33,33.33,33.33,11.11,22.22,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0024_choices.csv,20,40,40,40,30,30
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0025_choices.csv,85.71,0,14.29,28.57,28.57,42.86
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0026_choices.csv,50,16.67,33.33,0,41.67,58.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0027_choices.csv,72.73,18.18,9.09,0,27.27,72.73
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0028_choices.csv,50,28.57,21.43,21.43,57.14,21.43
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0029_choices.csv,27.27,36.36,36.36,27.27,45.45,27.27
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0030_choices.csv,25,50,25,25,41.67,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0031_choices.csv,40,30,30,20,20,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0032_choices.csv,23.08,38.46,38.46,23.08,30.77,46.15
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0033_choices.csv,69.23,15.38,15.38,7.69,23.08,69.23
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0034_choices.csv,50,10,40,10,50,40
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0035_choices.csv,33.33,50,16.67,41.67,25,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0036_choices.csv,9.09,63.64,27.27,18.18,18.18,63.64
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0037_choices.csv,50,40,10,20,50,30
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0038_choices.csv,20,60,20,0,40,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0039_choices.csv,22.22,44.44,33.33,33.33,55.56,11.11
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0040_choices.csv,20,40,40,10,50,40
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0041_choices.csv,15.38,38.46,46.15,0,69.23,30.77
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0042_choices.csv,33.33,16.67,50,25,16.67,58.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0043_choices.csv,14.29,28.57,57.14,7.14,21.43,71.43
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0044_choices.csv,45.45,45.45,9.09,27.27,18.18,54.55
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0045_choices.csv,42.86,35.71,21.43,21.43,35.71,42.86
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0046_choices.csv,22.22,44.44,33.33,0,33.33,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0047_choices.csv,30.77,30.77,38.46,30.77,30.77,38.46
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0048_choices.csv,38.46,38.46,23.08,15.38,30.77,53.85
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0049_choices.csv,38.46,7.69,53.85,15.38,15.38,69.23
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0050_choices.csv,38.46,7.69,53.85,46.15,30.77,23.08
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0051_choices.csv,50,33.33,16.67,33.33,33.33,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0052_choices.csv,41.67,25,33.33,8.33,41.67,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0053_choices.csv,45.45,9.09,45.45,36.36,27.27,36.36
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0054_choices.csv,30.77,38.46,30.77,15.38,38.46,46.15
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0055_choices.csv,55.56,44.44,0,33.33,22.22,44.44
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0056_choices.csv,50,40,10,30,30,40
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0057_choices.csv,23.08,38.46,38.46,15.38,30.77,53.85
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0058_choices.csv,41.67,16.67,41.67,41.67,25,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0059_choices.csv,46.15,23.08,30.77,23.08,30.77,46.15
