Model,File Name,Row_0%,Row_1%,Row_2%,Col_0%,Col_1%,Col_2%
google_gemma-2-27b-it,demographic_0021_choices.csv,13.33,33.33,53.33,0,60,40
google_gemma-2-27b-it,demographic_0022_choices.csv,0,20,80,0,33.33,66.67
google_gemma-2-27b-it,demographic_0023_choices.csv,7.14,28.57,64.29,0,71.43,28.57
google_gemma-2-27b-it,demographic_0024_choices.csv,0,40,60,0,53.33,46.67
google_gemma-2-27b-it,demographic_0025_choices.csv,0,53.33,46.67,0,66.67,33.33
google_gemma-2-27b-it,demographic_0026_choices.csv,0,40,60,0,53.33,46.67
google_gemma-2-27b-it,demographic_0027_choices.csv,6.67,26.67,66.67,0,80,20
google_gemma-2-27b-it,demographic_0028_choices.csv,6.67,33.33,60,0,40,60
google_gemma-2-27b-it,demographic_0029_choices.csv,0,73.33,26.67,0,60,40
google_gemma-2-27b-it,demographic_0030_choices.csv,0,33.33,66.67,0,53.33,46.67
google_gemma-2-27b-it,demographic_0031_choices.csv,6.67,33.33,60,0,53.33,46.67
google_gemma-2-27b-it,demographic_0032_choices.csv,0,66.67,33.33,0,60,40
google_gemma-2-27b-it,demographic_0033_choices.csv,0,40,60,0,73.33,26.67
google_gemma-2-27b-it,demographic_0034_choices.csv,0,33.33,66.67,6.67,26.67,66.67
google_gemma-2-27b-it,demographic_0035_choices.csv,0,66.67,33.33,0,46.67,53.33
google_gemma-2-27b-it,demographic_0036_choices.csv,0,60,40,0,33.33,66.67
google_gemma-2-27b-it,demographic_0037_choices.csv,0,40,60,0,60,40
google_gemma-2-27b-it,demographic_0038_choices.csv,0,46.67,53.33,0,60,40
google_gemma-2-27b-it,demographic_0039_choices.csv,6.67,46.67,46.67,0,40,60
google_gemma-2-27b-it,demographic_0040_choices.csv,0,53.33,46.67,0,80,20
google_gemma-2-27b-it,demographic_0041_choices.csv,0,46.67,53.33,0,73.33,26.67
google_gemma-2-27b-it,demographic_0042_choices.csv,0,53.33,46.67,0,66.67,33.33
google_gemma-2-27b-it,demographic_0043_choices.csv,0,46.67,53.33,6.67,73.33,20
google_gemma-2-27b-it,demographic_0044_choices.csv,6.67,73.33,20,0,46.67,53.33
google_gemma-2-27b-it,demographic_0045_choices.csv,0,40,60,0,60,40
google_gemma-2-27b-it,demographic_0046_choices.csv,0,53.33,46.67,0,86.67,13.33
google_gemma-2-27b-it,demographic_0047_choices.csv,0,60,40,0,73.33,26.67
google_gemma-2-27b-it,demographic_0048_choices.csv,0,40,60,0,73.33,26.67
google_gemma-2-27b-it,demographic_0049_choices.csv,0,40,60,0,26.67,73.33
google_gemma-2-27b-it,demographic_0050_choices.csv,0,46.67,53.33,0,40,60
google_gemma-2-27b-it,demographic_0051_choices.csv,0,33.33,66.67,0,46.67,53.33
google_gemma-2-27b-it,demographic_0052_choices.csv,6.67,46.67,46.67,0,53.33,46.67
google_gemma-2-27b-it,demographic_0053_choices.csv,6.67,46.67,46.67,0,80,20
google_gemma-2-27b-it,demographic_0054_choices.csv,6.67,60,33.33,0,73.33,26.67
google_gemma-2-27b-it,demographic_0055_choices.csv,0,33.33,66.67,0,46.67,53.33
google_gemma-2-27b-it,demographic_0056_choices.csv,13.33,20,66.67,0,60,40
google_gemma-2-27b-it,demographic_0057_choices.csv,0,46.67,53.33,0,86.67,13.33
google_gemma-2-27b-it,demographic_0058_choices.csv,0,53.33,46.67,0,40,60
google_gemma-2-27b-it,demographic_0059_choices.csv,0,46.67,53.33,0,60,40
google_gemma-2-27b-it,demographic_0060_choices.csv,0,60,40,0,46.67,53.33
google_gemma-2-27b-it,demographic_0061_choices.csv,0,46.67,53.33,0,53.33,46.67
google_gemma-2-27b-it,demographic_0062_choices.csv,0,33.33,66.67,0,66.67,33.33
google_gemma-2-27b-it,demographic_0063_choices.csv,0,33.33,66.67,0,46.67,53.33
google_gemma-2-27b-it,demographic_0064_choices.csv,0,80,20,0,40,60
google_gemma-2-27b-it,demographic_0065_choices.csv,0,66.67,33.33,0,60,40
google_gemma-2-27b-it,demographic_0066_choices.csv,0,53.33,46.67,0,40,60
google_gemma-2-27b-it,demographic_0067_choices.csv,6.67,33.33,60,0,66.67,33.33
google_gemma-2-27b-it,demographic_0068_choices.csv,0,40,60,0,60,40
google_gemma-2-27b-it,demographic_0069_choices.csv,6.67,13.33,80,0,53.33,46.67
google_gemma-2-27b-it,demographic_0070_choices.csv,0,46.67,53.33,0,46.67,53.33
google_gemma-2-27b-it,demographic_0071_choices.csv,0,60,40,0,40,60
google_gemma-2-27b-it,demographic_0072_choices.csv,6.67,66.67,26.67,0,40,60
google_gemma-2-27b-it,demographic_0073_choices.csv,0,60,40,0,46.67,53.33
google_gemma-2-27b-it,demographic_0074_choices.csv,6.67,20,73.33,0,66.67,33.33
google_gemma-2-27b-it,demographic_0075_choices.csv,0,40,60,0,53.33,46.67
google_gemma-2-27b-it,demographic_0076_choices.csv,0,40,60,0,60,40
google_gemma-2-27b-it,demographic_0077_choices.csv,6.67,60,33.33,0,26.67,73.33
google_gemma-2-27b-it,demographic_0078_choices.csv,0,53.33,46.67,0,60,40
google_gemma-2-27b-it,demographic_0079_choices.csv,0,60,40,0,53.33,46.67
google_gemma-2-27b-it,demographic_0080_choices.csv,0,46.67,53.33,0,73.33,26.67
google_gemma-2-27b-it,demographic_0081_choices.csv,6.67,66.67,26.67,0,53.33,46.67
google_gemma-2-27b-it,demographic_0082_choices.csv,0,33.33,66.67,0,26.67,73.33
google_gemma-2-27b-it,demographic_0083_choices.csv,0,53.33,46.67,0,46.67,53.33
google_gemma-2-27b-it,demographic_0084_choices.csv,0,53.33,46.67,0,60,40
google_gemma-2-27b-it,demographic_0085_choices.csv,0,53.33,46.67,0,46.67,53.33
google_gemma-2-27b-it,demographic_0086_choices.csv,0,60,40,0,53.33,46.67
google_gemma-2-27b-it,demographic_0087_choices.csv,0,26.67,73.33,0,53.33,46.67
google_gemma-2-27b-it,demographic_0088_choices.csv,0,46.67,53.33,0,46.67,53.33
google_gemma-2-27b-it,demographic_0089_choices.csv,0,66.67,33.33,0,80,20
google_gemma-2-27b-it,demographic_0090_choices.csv,0,53.33,46.67,0,33.33,66.67
google_gemma-2-27b-it,demographic_0091_choices.csv,0,53.33,46.67,0,53.33,46.67
google_gemma-2-27b-it,demographic_0092_choices.csv,0,40,60,0,46.67,53.33
google_gemma-2-27b-it,demographic_0093_choices.csv,0,66.67,33.33,0,60,40
google_gemma-2-27b-it,demographic_0094_choices.csv,0,66.67,33.33,0,33.33,66.67
google_gemma-2-27b-it,demographic_0095_choices.csv,0,53.33,46.67,0,40,60
google_gemma-2-27b-it,demographic_0096_choices.csv,13.33,40,46.67,0,60,40
google_gemma-2-27b-it,demographic_0097_choices.csv,6.67,26.67,66.67,0,86.67,13.33
google_gemma-2-27b-it,demographic_0098_choices.csv,6.67,53.33,40,0,60,40
google_gemma-2-27b-it,demographic_0099_choices.csv,0,46.67,53.33,0,60,40
google_gemma-2-27b-it,demographic_0100_choices.csv,0,53.33,46.67,0,40,60
google_gemma-2-27b-it,demographic_0101_choices.csv,0,33.33,66.67,0,40,60
google_gemma-2-27b-it,demographic_0102_choices.csv,6.67,26.67,66.67,0,40,60
google_gemma-2-27b-it,demographic_0103_choices.csv,6.67,60,33.33,0,33.33,66.67
google_gemma-2-27b-it,demographic_0104_choices.csv,0,60,40,0,60,40
google_gemma-2-27b-it,demographic_0105_choices.csv,6.67,46.67,46.67,0,60,40
gpt-4o,temp_demographic_0001.csv,13.33,40,46.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0002.csv,26.67,40,33.33,13.33,60,26.67
gpt-4o,temp_demographic_0003.csv,33.33,46.67,20,20,60,20
gpt-4o,temp_demographic_0004.csv,6.67,66.67,26.67,20,46.67,33.33
gpt-4o,temp_demographic_0005.csv,20,66.67,13.33,33.33,53.33,13.33
gpt-4o,temp_demographic_0006.csv,6.67,73.33,20,13.33,53.33,33.33
gpt-4o,temp_demographic_0007.csv,46.67,40,13.33,33.33,20,46.67
gpt-4o,temp_demographic_0008.csv,26.67,53.33,20,26.67,46.67,26.67
gpt-4o,temp_demographic_0009.csv,26.67,53.33,20,13.33,86.67,0
gpt-4o,temp_demographic_0010.csv,26.67,53.33,20,13.33,46.67,40
gpt-4o,temp_demographic_0011.csv,46.67,46.67,6.67,26.67,60,13.33
gpt-4o,temp_demographic_0012.csv,26.67,33.33,40,20,60,20
gpt-4o,temp_demographic_0013.csv,13.33,53.33,33.33,20,53.33,26.67
gpt-4o,temp_demographic_0014.csv,20,53.33,26.67,33.33,40,26.67
gpt-4o,temp_demographic_0015.csv,46.67,20,33.33,20,46.67,33.33
gpt-4o,temp_demographic_0016.csv,33.33,33.33,33.33,13.33,60,26.67
gpt-4o,temp_demographic_0017.csv,26.67,40,33.33,33.33,40,26.67
gpt-4o,temp_demographic_0018.csv,40,26.67,33.33,20,46.67,33.33
gpt-4o,temp_demographic_0019.csv,6.67,53.33,40,33.33,46.67,20
gpt-4o,temp_demographic_0020.csv,26.67,40,33.33,13.33,60,26.67
gpt-4o,temp_demographic_0021.csv,26.67,33.33,40,20,60,20
gpt-4o,temp_demographic_0022.csv,33.33,53.33,13.33,26.67,46.67,26.67
gpt-4o,temp_demographic_0023.csv,20,26.67,53.33,6.67,53.33,40
gpt-4o,temp_demographic_0024.csv,20,53.33,26.67,20,53.33,26.67
gpt-4o,temp_demographic_0025.csv,40,20,40,40,33.33,26.67
gpt-4o,temp_demographic_0026.csv,13.33,66.67,20,0,53.33,46.67
gpt-4o,temp_demographic_0027.csv,26.67,33.33,40,33.33,60,6.67
gpt-4o,temp_demographic_0028.csv,13.33,60,26.67,33.33,53.33,13.33
gpt-4o,temp_demographic_0029.csv,66.67,13.33,20,20,60,20
gpt-4o,temp_demographic_0030.csv,13.33,66.67,20,20,53.33,26.67
gpt-4o,temp_demographic_0031.csv,33.33,53.33,13.33,33.33,40,26.67
gpt-4o,temp_demographic_0032.csv,13.33,46.67,40,33.33,40,26.67
gpt-4o,temp_demographic_0033.csv,40,26.67,33.33,53.33,26.67,20
gpt-4o,temp_demographic_0034.csv,46.67,33.33,20,40,33.33,26.67
gpt-4o,temp_demographic_0035.csv,13.33,60,26.67,26.67,40,33.33
gpt-4o,temp_demographic_0036.csv,13.33,26.67,60,26.67,40,33.33
gpt-4o,temp_demographic_0037.csv,6.67,86.67,6.67,6.67,40,53.33
gpt-4o,temp_demographic_0038.csv,33.33,40,26.67,40,40,20
gpt-4o,temp_demographic_0039.csv,13.33,60,26.67,53.33,20,26.67
gpt-4o,temp_demographic_0040.csv,26.67,53.33,20,6.67,53.33,40
gpt-4o,temp_demographic_0041.csv,20,53.33,26.67,26.67,33.33,40
gpt-4o,temp_demographic_0042.csv,26.67,33.33,40,26.67,46.67,26.67
gpt-4o,temp_demographic_0043.csv,20,60,20,20,46.67,33.33
gpt-4o,temp_demographic_0044.csv,33.33,40,26.67,20,60,20
gpt-4o,temp_demographic_0045.csv,26.67,26.67,46.67,33.33,46.67,20
gpt-4o,temp_demographic_0046.csv,26.67,53.33,20,73.33,13.33,13.33
gpt-4o,temp_demographic_0047.csv,40,40,20,33.33,33.33,33.33
gpt-4o,temp_demographic_0048.csv,33.33,33.33,33.33,13.33,66.67,20
gpt-4o,temp_demographic_0049.csv,20,40,40,20,33.33,46.67
gpt-4o,temp_demographic_0050.csv,6.67,80,13.33,33.33,60,6.67
gpt-4o,temp_demographic_0051.csv,33.33,40,26.67,40,40,20
gpt-4o,temp_demographic_0052.csv,26.67,26.67,46.67,40,33.33,26.67
gpt-4o,temp_demographic_0053.csv,26.67,46.67,26.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0054.csv,40,53.33,6.67,6.67,53.33,40
gpt-4o,temp_demographic_0055.csv,6.67,33.33,60,20,46.67,33.33
gpt-4o,temp_demographic_0056.csv,33.33,46.67,20,33.33,20,46.67
gpt-4o,temp_demographic_0057.csv,26.67,66.67,6.67,40,26.67,33.33
gpt-4o,temp_demographic_0058.csv,20,66.67,13.33,6.67,60,33.33
gpt-4o,temp_demographic_0059.csv,20,40,40,20,73.33,6.67
gpt-4o,temp_demographic_0060.csv,13.33,60,26.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0061.csv,26.67,53.33,20,40,26.67,33.33
gpt-4o,temp_demographic_0062.csv,20,46.67,33.33,20,46.67,33.33
gpt-4o,temp_demographic_0063.csv,20,60,20,20,40,40
gpt-4o,temp_demographic_0064.csv,26.67,33.33,40,13.33,53.33,33.33
gpt-4o,temp_demographic_0065.csv,20,53.33,26.67,13.33,46.67,40
gpt-4o,temp_demographic_0066.csv,40,6.67,53.33,26.67,53.33,20
gpt-4o,temp_demographic_0067.csv,0,73.33,26.67,13.33,73.33,13.33
gpt-4o,temp_demographic_0068.csv,20,46.67,33.33,26.67,60,13.33
gpt-4o,temp_demographic_0069.csv,26.67,60,13.33,13.33,73.33,13.33
gpt-4o,temp_demographic_0070.csv,20,53.33,26.67,20,66.67,13.33
gpt-4o,temp_demographic_0071.csv,13.33,53.33,33.33,20,46.67,33.33
gpt-4o,temp_demographic_0072.csv,26.67,46.67,26.67,46.67,33.33,20
gpt-4o,temp_demographic_0073.csv,26.67,46.67,26.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0074.csv,33.33,40,26.67,20,66.67,13.33
gpt-4o,temp_demographic_0075.csv,20,60,20,26.67,40,33.33
gpt-4o,temp_demographic_0076.csv,26.67,60,13.33,20,33.33,46.67
gpt-4o,temp_demographic_0077.csv,0,33.33,66.67,6.67,73.33,20
gpt-4o,temp_demographic_0078.csv,6.67,60,33.33,40,53.33,6.67
gpt-4o,temp_demographic_0079.csv,40,40,20,13.33,60,26.67
gpt-4o,temp_demographic_0080.csv,46.67,26.67,26.67,40,46.67,13.33
gpt-4o,temp_demographic_0081.csv,26.67,53.33,20,20,40,40
gpt-4o,temp_demographic_0082.csv,13.33,53.33,33.33,40,40,20
gpt-4o,temp_demographic_0083.csv,33.33,33.33,33.33,6.67,46.67,46.67
gpt-4o,temp_demographic_0084.csv,26.67,60,13.33,53.33,13.33,33.33
gpt-4o,temp_demographic_0085.csv,33.33,46.67,20,20,46.67,33.33
gpt-4o,temp_demographic_0086.csv,13.33,40,46.67,46.67,46.67,6.67
gpt-4o,temp_demographic_0087.csv,40,40,20,26.67,60,13.33
gpt-4o,temp_demographic_0088.csv,26.67,46.67,26.67,33.33,53.33,13.33
gpt-4o,temp_demographic_0089.csv,40,40,20,33.33,33.33,33.33
gpt-4o,temp_demographic_0090.csv,40,26.67,33.33,33.33,40,26.67
gpt-4o,temp_demographic_0091.csv,53.33,26.67,20,6.67,73.33,20
gpt-4o,temp_demographic_0092.csv,13.33,60,26.67,0,46.67,53.33
gpt-4o,temp_demographic_0093.csv,20,46.67,33.33,13.33,40,46.67
gpt-4o,temp_demographic_0094.csv,6.67,66.67,26.67,40,20,40
gpt-4o,temp_demographic_0095.csv,26.67,46.67,26.67,26.67,60,13.33
gpt-4o,temp_demographic_0096.csv,26.67,40,33.33,0,80,20
gpt-4o,temp_demographic_0097.csv,33.33,20,46.67,26.67,26.67,46.67
gpt-4o,temp_demographic_0098.csv,33.33,40,26.67,26.67,53.33,20
gpt-4o,temp_demographic_0099.csv,33.33,33.33,33.33,20,66.67,13.33
gpt-4o,temp_demographic_0100.csv,33.33,40,26.67,13.33,40,46.67
gpt-4o,temp_demographic_0101.csv,26.67,53.33,20,20,46.67,33.33
gpt-4o,temp_demographic_0102.csv,33.33,60,6.67,13.33,33.33,53.33
gpt-4o,temp_demographic_0103.csv,20,60,20,13.33,53.33,33.33
gpt-4o,temp_demographic_0104.csv,26.67,60,13.33,66.67,33.33,0
gpt-4o,temp_demographic_0105.csv,13.33,53.33,33.33,40,13.33,46.67
gpt-4o,temp_demographic_0106.csv,20,60,20,40,40,20
gpt-4o,temp_demographic_0107.csv,26.67,26.67,46.67,13.33,66.67,20
gpt-4o,temp_demographic_0108.csv,26.67,53.33,20,26.67,40,33.33
gpt-4o,temp_demographic_0109.csv,40,33.33,26.67,13.33,60,26.67
gpt-4o,temp_demographic_0110.csv,20,73.33,6.67,40,40,20
gpt-4o,temp_demographic_0111.csv,26.67,46.67,26.67,13.33,66.67,20
gpt-4o,temp_demographic_0112.csv,53.33,13.33,33.33,33.33,40,26.67
gpt-4o,temp_demographic_0113.csv,26.67,40,33.33,40,40,20
gpt-4o,temp_demographic_0114.csv,13.33,26.67,60,20,26.67,53.33
gpt-4o,temp_demographic_0115.csv,6.67,66.67,26.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0116.csv,33.33,53.33,13.33,33.33,53.33,13.33
gpt-4o,temp_demographic_0117.csv,13.33,40,46.67,26.67,33.33,40
gpt-4o,temp_demographic_0118.csv,26.67,20,53.33,26.67,40,33.33
gpt-4o,temp_demographic_0119.csv,26.67,53.33,20,40,26.67,33.33
gpt-4o,temp_demographic_0120.csv,20,60,20,33.33,53.33,13.33
gpt-4o,temp_demographic_0121.csv,33.33,33.33,33.33,20,40,40
gpt-4o,temp_demographic_0122.csv,40,33.33,26.67,40,46.67,13.33
gpt-4o,temp_demographic_0123.csv,20,53.33,26.67,13.33,53.33,33.33
gpt-4o,temp_demographic_0124.csv,13.33,60,26.67,33.33,40,26.67
gpt-4o,temp_demographic_0125.csv,26.67,40,33.33,0,80,20
gpt-4o,temp_demographic_0126.csv,0,60,40,33.33,26.67,40
gpt-4o,temp_demographic_0127.csv,33.33,33.33,33.33,13.33,46.67,40
gpt-4o,temp_demographic_0128.csv,13.33,60,26.67,33.33,46.67,20
gpt-4o,temp_demographic_0129.csv,20,60,20,13.33,60,26.67
gpt-4o,temp_demographic_0130.csv,26.67,66.67,6.67,20,53.33,26.67
gpt-4o,temp_demographic_0131.csv,6.67,53.33,40,20,46.67,33.33
gpt-4o,temp_demographic_0132.csv,40,53.33,6.67,20,73.33,6.67
gpt-4o,temp_demographic_0133.csv,26.67,46.67,26.67,33.33,53.33,13.33
gpt-4o,temp_demographic_0134.csv,60,6.67,33.33,26.67,46.67,26.67
gpt-4o,temp_demographic_0135.csv,20,33.33,46.67,46.67,26.67,26.67
gpt-4o,temp_demographic_0136.csv,33.33,53.33,13.33,20,60,20
gpt-4o,temp_demographic_0137.csv,13.33,60,26.67,20,40,40
gpt-4o,temp_demographic_0138.csv,6.67,26.67,66.67,33.33,46.67,20
gpt-4o,temp_demographic_0139.csv,0,60,40,33.33,20,46.67
gpt-4o,temp_demographic_0140.csv,6.67,40,53.33,13.33,40,46.67
gpt-4o,temp_demographic_0141.csv,6.67,66.67,26.67,6.67,60,33.33
gpt-4o,temp_demographic_0142.csv,60,33.33,6.67,6.67,73.33,20
gpt-4o,temp_demographic_0143.csv,13.33,66.67,20,26.67,40,33.33
gpt-4o,temp_demographic_0144.csv,53.33,46.67,0,26.67,40,33.33
gpt-4o,temp_demographic_0145.csv,20,53.33,26.67,46.67,26.67,26.67
gpt-4o,temp_demographic_0146.csv,6.67,66.67,26.67,20,40,40
gpt-4o,temp_demographic_0147.csv,20,46.67,33.33,40,53.33,6.67
gpt-4o,temp_demographic_0148.csv,20,46.67,33.33,26.67,53.33,20
gpt-4o,temp_demographic_0149.csv,6.67,40,53.33,40,40,20
gpt-4o,temp_demographic_0150.csv,26.67,53.33,20,20,66.67,13.33
gpt-4o,temp_demographic_0151.csv,33.33,26.67,40,20,53.33,26.67
gpt-4o,temp_demographic_0152.csv,13.33,53.33,33.33,33.33,46.67,20
gpt-4o,temp_demographic_0153.csv,33.33,20,46.67,6.67,80,13.33
gpt-4o,temp_demographic_0154.csv,33.33,53.33,13.33,20,66.67,13.33
gpt-4o,temp_demographic_0155.csv,26.67,60,13.33,13.33,53.33,33.33
gpt-4o,temp_demographic_0156.csv,20,33.33,46.67,53.33,40,6.67
gpt-4o,temp_demographic_0157.csv,33.33,20,46.67,26.67,53.33,20
gpt-4o,temp_demographic_0158.csv,20,33.33,46.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0159.csv,13.33,46.67,40,26.67,60,13.33
gpt-4o,temp_demographic_0160.csv,33.33,46.67,20,26.67,53.33,20
gpt-4o,temp_demographic_0161.csv,26.67,40,33.33,20,73.33,6.67
gpt-4o,temp_demographic_0162.csv,33.33,20,46.67,33.33,53.33,13.33
gpt-4o,temp_demographic_0163.csv,33.33,40,26.67,20,60,20
gpt-4o,temp_demographic_0164.csv,26.67,53.33,20,40,53.33,6.67
gpt-4o,temp_demographic_0165.csv,26.67,53.33,20,20,73.33,6.67
gpt-4o,temp_demographic_0166.csv,26.67,46.67,26.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0167.csv,26.67,33.33,40,26.67,40,33.33
gpt-4o,temp_demographic_0168.csv,26.67,40,33.33,46.67,26.67,26.67
gpt-4o,temp_demographic_0169.csv,13.33,40,46.67,33.33,40,26.67
gpt-4o,temp_demographic_0170.csv,6.67,40,53.33,20,46.67,33.33
gpt-4o,temp_demographic_0171.csv,13.33,53.33,33.33,20,46.67,33.33
gpt-4o,temp_demographic_0172.csv,33.33,40,26.67,26.67,26.67,46.67
gpt-4o,temp_demographic_0173.csv,40,26.67,33.33,26.67,53.33,20
gpt-4o,temp_demographic_0174.csv,40,40,20,40,40,20
gpt-4o,temp_demographic_0175.csv,20,53.33,26.67,20,46.67,33.33
gpt-4o,temp_demographic_0176.csv,20,40,40,33.33,33.33,33.33
gpt-4o,temp_demographic_0177.csv,20,46.67,33.33,26.67,33.33,40
gpt-4o,temp_demographic_0178.csv,6.67,86.67,6.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0179.csv,20,53.33,26.67,40,40,20
gpt-4o,temp_demographic_0180.csv,20,46.67,33.33,33.33,46.67,20
gpt-4o,temp_demographic_0181.csv,13.33,66.67,20,13.33,40,46.67
gpt-4o,temp_demographic_0182.csv,26.67,53.33,20,46.67,33.33,20
gpt-4o,temp_demographic_0183.csv,0,26.67,73.33,26.67,53.33,20
gpt-4o,temp_demographic_0184.csv,26.67,53.33,20,6.67,46.67,46.67
gpt-4o,temp_demographic_0185.csv,13.33,46.67,40,26.67,40,33.33
gpt-4o,temp_demographic_0186.csv,13.33,60,26.67,53.33,46.67,0
gpt-4o,temp_demographic_0187.csv,40,33.33,26.67,26.67,53.33,20
gpt-4o,temp_demographic_0188.csv,33.33,60,6.67,26.67,53.33,20
gpt-4o,temp_demographic_0189.csv,40,46.67,13.33,13.33,46.67,40
gpt-4o,temp_demographic_0190.csv,20,66.67,13.33,13.33,33.33,53.33
gpt-4o,temp_demographic_0191.csv,6.67,73.33,20,0,80,20
gpt-4o,temp_demographic_0192.csv,40,26.67,33.33,6.67,40,53.33
gpt-4o,temp_demographic_0193.csv,6.67,60,33.33,20,26.67,53.33
gpt-4o,temp_demographic_0194.csv,40,33.33,26.67,33.33,40,26.67
gpt-4o,temp_demographic_0195.csv,46.67,33.33,20,20,33.33,46.67
gpt-4o,temp_demographic_0196.csv,6.67,53.33,40,20,53.33,26.67
gpt-4o,temp_demographic_0197.csv,26.67,40,33.33,6.67,60,33.33
gpt-4o,temp_demographic_0198.csv,40,40,20,33.33,60,6.67
gpt-4o,temp_demographic_0199.csv,20,46.67,33.33,26.67,40,33.33
gpt-4o,temp_demographic_0200.csv,20,73.33,6.67,13.33,53.33,33.33
gpt-4o,temp_demographic_0201.csv,6.67,53.33,40,40,46.67,13.33
gpt-4o,temp_demographic_0202.csv,40,46.67,13.33,46.67,26.67,26.67
gpt-4o,temp_demographic_0203.csv,20,53.33,26.67,33.33,60,6.67
gpt-4o,temp_demographic_0204.csv,26.67,46.67,26.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0205.csv,33.33,53.33,13.33,26.67,46.67,26.67
gpt-4o,temp_demographic_0206.csv,26.67,46.67,26.67,33.33,40,26.67
gpt-4o,temp_demographic_0207.csv,46.67,33.33,20,20,60,20
gpt-4o,temp_demographic_0208.csv,6.67,73.33,20,46.67,33.33,20
gpt-4o,temp_demographic_0209.csv,26.67,46.67,26.67,13.33,60,26.67
gpt-4o,temp_demographic_0210.csv,33.33,33.33,33.33,13.33,80,6.67
gpt-4o,temp_demographic_0211.csv,20,60,20,26.67,40,33.33
gpt-4o,temp_demographic_0212.csv,40,46.67,13.33,0,60,40
gpt-4o,temp_demographic_0213.csv,40,46.67,13.33,20,73.33,6.67
gpt-4o,temp_demographic_0214.csv,20,53.33,26.67,13.33,46.67,40
gpt-4o,temp_demographic_0215.csv,20,60,20,26.67,40,33.33
gpt-4o,temp_demographic_0216.csv,40,20,40,40,33.33,26.67
gpt-4o,temp_demographic_0217.csv,40,33.33,26.67,33.33,46.67,20
gpt-4o,temp_demographic_0218.csv,6.67,66.67,26.67,20,66.67,13.33
gpt-4o,temp_demographic_0219.csv,33.33,53.33,13.33,46.67,46.67,6.67
gpt-4o,temp_demographic_0220.csv,6.67,66.67,26.67,20,66.67,13.33
gpt-4o,temp_demographic_0221.csv,20,53.33,26.67,33.33,53.33,13.33
gpt-4o,temp_demographic_0222.csv,33.33,53.33,13.33,20,60,20
gpt-4o,temp_demographic_0223.csv,26.67,53.33,20,20,73.33,6.67
gpt-4o,temp_demographic_0224.csv,13.33,53.33,33.33,33.33,46.67,20
gpt-4o,temp_demographic_0225.csv,6.67,53.33,40,13.33,60,26.67
gpt-4o,temp_demographic_0226.csv,40,40,20,6.67,73.33,20
gpt-4o,temp_demographic_0227.csv,26.67,33.33,40,46.67,20,33.33
gpt-4o,temp_demographic_0228.csv,40,33.33,26.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0229.csv,6.67,40,53.33,13.33,66.67,20
gpt-4o,temp_demographic_0230.csv,6.67,46.67,46.67,33.33,60,6.67
gpt-4o,temp_demographic_0231.csv,46.67,33.33,20,6.67,60,33.33
gpt-4o,temp_demographic_0232.csv,20,33.33,46.67,6.67,80,13.33
gpt-4o,temp_demographic_0233.csv,20,60,20,20,46.67,33.33
gpt-4o,temp_demographic_0234.csv,13.33,40,46.67,20,60,20
gpt-4o,temp_demographic_0235.csv,6.67,46.67,46.67,20,66.67,13.33
gpt-4o,temp_demographic_0236.csv,26.67,53.33,20,26.67,60,13.33
gpt-4o,temp_demographic_0237.csv,53.33,26.67,20,13.33,66.67,20
gpt-4o,temp_demographic_0238.csv,46.67,40,13.33,20,53.33,26.67
gpt-4o,temp_demographic_0239.csv,13.33,66.67,20,13.33,26.67,60
gpt-4o,temp_demographic_0240.csv,20,66.67,13.33,13.33,33.33,53.33
gpt-4o,temp_demographic_0241.csv,0,60,40,20,46.67,33.33
gpt-4o,temp_demographic_0242.csv,6.67,46.67,46.67,33.33,40,26.67
gpt-4o,temp_demographic_0243.csv,33.33,46.67,20,20,66.67,13.33
gpt-4o,temp_demographic_0244.csv,20,53.33,26.67,20,60,20
gpt-4o,temp_demographic_0245.csv,13.33,73.33,13.33,40,53.33,6.67
gpt-4o,temp_demographic_0246.csv,26.67,53.33,20,6.67,73.33,20
gpt-4o,temp_demographic_0247.csv,20,73.33,6.67,33.33,46.67,20
gpt-4o,temp_demographic_0248.csv,33.33,40,26.67,13.33,46.67,40
gpt-4o,temp_demographic_0249.csv,26.67,46.67,26.67,40,40,20
gpt-4o,temp_demographic_0250.csv,13.33,60,26.67,40,33.33,26.67
gpt-4o,temp_demographic_0251.csv,33.33,40,26.67,20,53.33,26.67
gpt-4o,temp_demographic_0252.csv,33.33,33.33,33.33,40,46.67,13.33
gpt-4o,temp_demographic_0253.csv,46.67,40,13.33,20,53.33,26.67
gpt-4o,temp_demographic_0254.csv,26.67,40,33.33,20,26.67,53.33
gpt-4o,temp_demographic_0255.csv,46.67,33.33,20,26.67,53.33,20
gpt-4o,temp_demographic_0256.csv,6.67,46.67,46.67,20,60,20
